"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"1100DEC10907","","900044055C","Starcross","en","Starcross: Rail Stn","en","U",297688,81887,"","",0,""
"1100DEC10908","","900044055A","Starcross","en","Starcross: opp Rail Stn","en","U",297678,81865,"","",0,""
"1100DEC10914","","900044375","Exmouth","en","Exmouth: Bus Station","en","U",299989,81157,"","",0,""
"1100DEC11095","","900044385C","Dawlish","en","Dawlish: The Green, Bus Shelter","en","U",296321,76588,"","",0,""
"1100DEC11096","","900044385A","Dawlish","en","Dawlish: Brookdale Terrace, nr Corner Shop","en","U",296163,76443,"","",0,""
"1100DEC11346","","900098225","Ashburton","en","Ashburton: Bull Ring","en","U",275554,69844,"","",0,""
"1100DEC11500","","900098257","Ayshford","en","Tiverton Parkway: Rail Station","en","U",304507,113990,"","",0,""
"1100DEM55078","","900098243","Kingskerswell","en","Kingskerswell: Arch","en","U",288210,67461,"","",0,""
"1100DEM55090","","900044111","Milber","en","Milber (for Newton Abbot): Shelter, Torquay Rd","en","U",287213,70287,"","",0,""
"1100DEM55095","","900044110A","Newton Abbot","en","Newton Abbot: opp Rail Stn","en","U",286692,71135,"","",0,""
"1100DEM55097","","900044110C","Newton Abbot","en","Newton Abbot: o/s Rail Stn","en","U",286715,71165,"","",0,""
"1100DEZ05139","","900042025","Barnstaple","en","Barnstaple: Bus Stn, Belle Meadow Road","en","U",256031,133075,"","",0,""
"1100DEZ05166","","900042565","Tiverton (Devon)","en","Tiverton: Bus Stn","en","U",295534,112402,"","",0,""
"1100DEZ05173","","900098236","St Davids (Devon)","en","Exeter: St Davids Rail Station","en","U",291187,93362,"","",0,""
"1100PLY38636","","900044345","Teignmouth","en","Teignmouth: Eastcliffe Car & Coach Park","en","U",294353,73218,"","",0,""
"1180PLC30044","","900043340","Crabtree (Plympton)","en","Plymouth: (Marsh Mills) o/s Sainsbury","en","U",251633,56421,"","",0,""
"1180PLZ01966","","900043345","Barbican (Plymouth)","en","Plymouth: Bus Stn, Bretonside","en","U",248176,54559,"","",0,""
"1190TOA10002","","900044185","Higher Brixham","en","Brixham: Bank Lane","en","U",292372,56050,"","",0,""
"1190TOA10662","","900044155","Torre (Torquay)","en","Torquay: Coach Stn, Lymington Rd","en","U",291086,64862,"","",0,""
"1190TOZ00813","","900044105A","Paignton","en","Paignton: Bus Stn","en","U",288825,60602,"","",0,""
"1190TOZ00814","","900044105B","Paignton","en","Paignton: Great Western Rd, Bus Shelter, opp Car","en","U",288829,60602,"","",0,""
"1200022838","","900045316A","Wareham","en","Wareham: Barclays Bank","en","U",392316,87454,"","",0,""
"1200BOB20182","","900065056C","Christchurch (Dorset)","en","Christchurch: 34 Bargates","en","U",415639,93029,"","",0,""
"1200DOA90890","","900045345Z","Weymouth","en","Weymouth: Coach Station","en","U",367723,79595,"","",0,""
"1200DOB20266","","900045055A","Bridport","en","Bridport: Coach Park, West Street","en","U",346254,92940,"","",0,""
"1200DOB20852","","900045345","Weymouth","en","Weymouth: Kings Statue, Stand K7","en","U",368022,79341,"","",0,""
"1200DOB21240","","900045180C","Sherborne (Dorset)","en","Sherborne: Green Hill, The Green","en","U",363681,116902,"","",0,""
"1200DOB21241","","900045180A","Sherborne (Dorset)","en","Sherborne: Coldharbour","en","U",363810,117052,"","",0,""
"1200DOB21308","","900089265A","Shaftesbury (Dorset)","en","Shaftesbury: opp Town Hall","en","U",386263,122962,"","",0,""
"1200DOB21309","","900089265C","Shaftesbury (Dorset)","en","Shaftesbury: Town Hall","en","U",386255,122943,"","",0,""
"1200DOZ04776","","900045395","Dorchester (Dorset)","en","Dorchester: South Rail Stn ","en","U",369187,90035,"","",0,""
"1200POA10060","","900045316C","Wareham","en","Wareham: North Street, Post Office","en","U",392319,87412,"","",0,""
"1200POA10069","","900045317A","Corfe Castle","en","Corfe Castle: opp Mortons House Hotel","en","U",396168,81953,"","",0,""
"1200POA10070","","900045317C","Corfe Castle","en","Corfe Castle: nr Mortons House Hotel","en","U",396151,81962,"","",0,""
"1200POA10113","","900045318","Swanage","en","Swanage: Bus Stn","en","U",402918,78905,"","",0,""
"1200POA10900","","900065056A","Christchurch (Dorset)","en","Christchurch: 37 Bargates","en","U",415629,93010,"","",0,""
"1200POA11004","","900065029C","Highcliffe (Christchurch)","en","Highcliffe: nr Police Stn","en","U",421554,93702,"","",0,""
"1200POA11005","","900065029A","Highcliffe (Christchurch)","en","Highcliffe: opp Police Stn","en","U",421519,93671,"","",0,""
"1280DOB20945","","900065656","Talbot Heath","en","Bournemouth University: Talbot Campus: Fern Barr","en","U",407252,93723,"","",0,""
"1280POA05802","","900065416","Poole (Dorset)","en","Poole: Poole Coach Stn","en","U",401720,90865,"","",0,""
"1280POA11595","","900065436C","Branksome (Poole)","en","Parkstone: opp St John's Church, Ashley Rd","en","U",404333,92138,"","",0,""
"1280POA11603","","900065036A","Branksome (Poole)","en","Branksome: Superstore","en","U",405582,91975,"","",0,""
"1280POA11604","","900065036C","Branksome (Poole)","en","Branksome: opp Superstore","en","U",405604,91954,"","",0,""
"1280POX38425","","900065436A","Parkstone","en","Parkstone: St John's Church, Ashley Rd","en","U",404361,92151,"","",0,""
"1290BOB20406","","900065556","Bournemouth","en","Bournemouth: Exeter Road, Pier","en","U",408757,90792,"","",0,""
"1290BOB20406","","900065556A","Bournemouth","en","Bournemouth: Exeter Road, Pier","en","U",408757,90792,"","",0,""
"1290BOB20406","","900065556C","Bournemouth","en","Bournemouth: Exeter Road, Pier","en","U",408757,90792,"","",0,""
"1290BOB20468","","900065026","Springbourne","en","Bournemouth: Travel Interchange","en","U",409611,91952,"","",0,""
"1290BOB20531","","900065111C","Westbourne (Bournemouth)","en","Westbourne (Bournemouth): Seamoor Road,  opp M&S","en","U",406879,91402,"","",0,""
"1290BOT11618","","900065111A","Westbourne (Bournemouth)","en","Westbourne (Bournemouth): Poole Road, County Gat","en","U",406789,91555,"","",0,""
"1290DOZ04840","","900065016","Boscombe (Bournemouth)","en","Boscombe: Bus Stn","en","U",411533,92057,"","",0,""
"13002158K","","900070012","Chester-le-Street","en","Chester-le-Street: South Burns, opp Mkt Tavern","en","U",427387,551634,"","",0,""
"13003519H","","900071072A","Peterlee","en","Peterlee: Bus Station","en","U",442823,540679,"","",0,""
"13004000A","","900098291","Bishop Auckland","en","Bishop Auckland: Bus Station","en","U",420989,529922,"","",0,""
"13005528C","","900070022","Durham (Co Durham)","en","Durham: Bus Stn","en","U",426972,542569,"","",0,""
"13006513C","","900098293","Sedgefield","en","Sedgefield: Black Lion Coach Stop","en","U",435553,528862,"","",0,""
"13007808C","","900098290","Barnard Castle","en","Barnard Castle: Galgate Coach Stop","en","U",404970,516646,"","",0,""
"1400EB0073","","900059127A","Willingdon","en","Lower Willingdon: opp Alpine Rose Kitchens","en","U",558661,102813,"","",0,""
"1400EB0074","","900059127C","Willingdon","en","Lower Willingdon: nr Alpine Rose Kitchens","en","U",558630,102851,"","",0,""
"1400EB0086","","900059137A","Willingdon","en","Upper Willingdon: Bus Lay-by, nr Church St","en","U",559069,102392,"","",0,""
"1400EB0087","","900059137C","Willingdon","en","Upper Willingdon: Bus Shelter, nr Church St","en","U",559050,102392,"","",0,""
"1400EB94192","","900059116","Eastbourne (E Sussex)","en","Eastbourne: Rail Station","en","U",561009,99135,"","",0,""
"1400HA0007","","900059746C","Bulverhythe","en","West St Leonards: nr Judges Postcards","en","U",577836,108783,"","",0,""
"1400HA0016","","900059746A","Bulverhythe","en","West St Leonards: opp Harley Shute Rd","en","U",578007,108778,"","",0,""
"1400HA0108","","900059736C","St Leonards (Hastings)","en","St Leonards: Victoria Statue","en","U",580526,108973,"","",0,""
"1400HA0109","","900059736A","St Leonards (Hastings)","en","St Leonards: opp Victoria Statue","en","U",580562,108965,"","",0,""
"1400HA0177","","900059877A","Baldslow","en","Hastings: Sedlescombe Rd, nr Sainsburys","en","U",579685,112988,"","",0,""
"1400HA0178","","900059877C","Baldslow","en","Hastings; Sedlescombe Rd, opp Sainsburys","en","U",579734,113032,"","",0,""
"1400HA0441","","900059766Z","Hastings Town Centre","en","Hastings: Rail Stn Coach Stop","en","U",581459,109616,"","",0,""
"1400HA0442","","900059766A","Hastings Town Centre","en","Hastings: Havelock Road, Stop W","en","U",581647,109434,"","",0,""
"1400HA0444","","900059766C","Hastings Town Centre","en","Hastings: Harold Road, Stop M","en","U",581686,109376,"","",0,""
"1400LE0087","","900059046A","Newhaven (E Sussex)","en","Newhaven: South Way","en","U",544677,101372,"","",0,""
"1400LE0124","","900059077A","Peacehaven","en","Peacehaven: Nat West Bank","en","U",540897,100995,"","",0,""
"1400LE0125","","900059077C","Peacehaven","en","Peacehaven: opp Nat West Bank","en","U",540910,101009,"","",0,""
"1400LE0163","","900059087A","Peacehaven Heights","en","Peacehaven: Meridian Lodge","en","U",542386,100639,"","",0,""
"1400LE0164","","900059087C","Peacehaven Heights","en","Peacehaven: Gladys Avenue","en","U",542274,100672,"","",0,""
"1400LE0247","","900059157A","Seaford","en","Seaford: opp. Caffyns","en","U",548391,99204,"","",0,""
"1400LE0250","","900059157C","Seaford","en","Seaford: nr. Caffyns","en","U",548568,99242,"","",0,""
"1400LE83990","","900059046C","Newhaven (E Sussex)","en","Newhaven (E Sussex): North Lane","en","U",544483,101441,"","",0,""
"1400RR0014","","900059726A","Battle (E Sussex)","en","Battle: Post Office","en","U",574843,115855,"","",0,""
"1400RR0015","","900059726C","Battle (E Sussex)","en","Battle: HSBC Bank","en","U",574815,115821,"","",0,""
"1400RR0091","","900059768","Bexhill (on Sea)","en","Bexhill: Town Hall Square, Council Offices","en","U",574005,107561,"","",0,""
"1400RR0129","","900059716A","Little Common (Bexhill)","en","Little Common: Bus Shelter, Wheatsheaf Inn","en","U",571516,107913,"","",0,""
"1400RR0130","","900059716C","Glenleigh Park","en","Little Common: Little Common Rd, Bakery","en","U",572284,108117,"","",0,""
"1400RR0328","","900059797A","Hurst Green (E Sussex)","en","Hurst Green: opp The Royal George","en","U",573372,127143,"","",0,""
"1400RR0329","","900059797C","Hurst Green (E Sussex)","en","Hurst Green: The Royal George","en","U",573402,127111,"","",0,""
"1400RR0346","","900058576A","Flimwell","en","Flimwell: opp Royal Oak","en","U",571457,131208,"","",0,""
"1400RR0347","","900058576C","Flimwell","en","Flimwell: Royal Oak","en","U",571460,131222,"","",0,""
"1400WE0109","","900059156A","Hailsham","en","Hailsham: North St, White House School","en","U",558943,109560,"","",0,""
"1400WE0112","","900059156C","Hailsham","en","Hailsham: High St, War Memorial","en","U",559078,109567,"","",0,""
"1400WE0155","","900059197C","Polegate","en","Polegate: St George's Church","en","U",558061,104531,"","",0,""
"1400WE0156","","900059197A","Polegate","en","Polegate: opp St George's Church","en","U",558040,104521,"","",0,""
"1400WE0201","","900059167C","Pevensey Bay","en","Pevensey Bay: HSBC Bank","en","U",565734,104116,"","",0,""
"1400WE0203","","900059167A","Pevensey Bay","en","Pevensey Bay: Coast Rd, Seaville Rd","en","U",565907,104219,"","",0,""
"1400WE0213","","900059177A","Pevensey","en","Pevensey: opp. Church Lane","en","U",564914,104853,"","",0,""
"1400WE0214","","900059177C","Pevensey","en","Pevensey: Church Lane","en","U",564897,104896,"","",0,""
"1400WE0250","","900059016","Uckfield","en","Uckfield: Bus Terminal","en","U",547152,120944,"","",0,""
"1400WE0383","","900059000A","Golden Cross","en","Golden Cross: The Golden Cross Inn","en","U",553638,112474,"","",0,""
"1400WE0384","","900059000C","Golden Cross","en","Golden Cross: opp The Golden Cross Inn","en","U",553647,112489,"","",0,""
"1400WE0413","","900059256A","Nutley (E Sussex)","en","Nutley: BP Petrol Stn","en","U",544207,127931,"","",0,""
"1400WE0414","","900059256C","Nutley (E Sussex)","en","Nutley: opp BP Petrol Stn","en","U",544221,128000,"","",0,""
"1400WE0428","","900059537A","Forest Row","en","Forest Row: Brambletye Hotel","en","U",542468,135226,"","",0,""
"1400WE0429","","900059537C","Forest Row","en","Forest Row: Chequers Inn","en","U",542471,135333,"","",0,""
"149000006017","","900059027A","Rottingdean","en","Rottingdean: White Horse Hotel","en","U",536923,102189,"","",0,""
"149000006022","","900059047A","Saltdean","en","Saltdean: Marine Drive, opp Chichester Drive E","en","U",538214,101930,"","",0,""
"149000006035","","900059029C","Brighton (Brighton & Hove)","en","Brighton (Preston Circus): London Road, Stop H","en","U",531207,105384,"","",0,""
"149000006039","","900059017C","Brighton (Brighton & Hove)","en","Brighton: Preston Road, Preston Drove, S/B","en","U",530278,106331,"","",0,""
"149000006052","","900059067C","Patcham","en","Brighton (Patcham): Black Lion","en","U",530133,108889,"","",0,""
"149000006099","","900059086A","Hove","en","Hove: opp King Alfred Sports Centre","en","U",528395,104470,"","",0,""
"149000006115","","900059007A","Portslade-by-Sea","en","Portslade: Halfway House","en","U",526194,104886,"","",0,""
"149000006253","","900059008A","Brighton (Brighton & Hove)","en","Brighton: (Withdean Park)","en","U",530106,107954,"","",0,""
"149000006937","","900059020","Brighton (Brighton & Hove)","en","Brighton (York Place): St Peters Church","en","U",531418,104901,"","",0,""
"149000007017","","900059027C","Rottingdean","en","Rottingdean: opp White Horse Hotel","en","U",536925,102211,"","",0,""
"149000007022","","900059047C","Saltdean","en","Saltdean: opp Butlins Ocean Hotel","en","U",538228,101937,"","",0,""
"149000007032","","900059029A","Brighton (Brighton & Hove)","en","Brighton (Preston Circus): Preston Road, Stop X","en","U",531087,105488,"","",0,""
"149000007039","","900059017A","Brighton (Brighton & Hove)","en","Brighton: London Road, Preston Drove, N/B","en","U",530234,106563,"","",0,""
"149000007052","","900059067A","Patcham","en","Brighton (Patcham): opp Black Lion","en","U",530096,108936,"","",0,""
"149000007099","","900059086C","Hove","en","Hove: King Alfred Sports Centre","en","U",528377,104453,"","",0,""
"149000007115","","900059007C","Portslade-by-Sea","en","Portslade: opp Halfway House","en","U",526218,104874,"","",0,""
"149000007253","","900059008C","Brighton (Brighton & Hove)","en","Brighton: (Withdean Park)","en","U",530073,107973,"","",0,""
"149000020001","","900059076","Brighton (Brighton & Hove)","en","Brighton: Pool Valley Coach Stn","en","U",531258,103895,"","",0,""
"150007004008","","900055104C","Billericay","en","Billericay: Bus Stop, o/s 36 High St","en","U",567512,194764,"","",0,""
"150032002038","","900053774C","Thorrington","en","Thorrington: opp Service Stn","en","U",608674,220324,"","",0,""
"150032002039","","900053774A","Thorrington","en","Thorrington: o/s Service Stn","en","U",608696,220327,"","",0,""
"150032010026","","900053784A","Kirby Cross","en","Kirby Cross: Bus Shelter, Holland Rd","en","U",621911,220847,"","",0,""
"150032010036","","900053734A","Frinton-on-Sea","en","Frinton-on-Sea: nr Railway Gates","en","U",623573,220457,"","",0,""
"150032011025","","900053746A","Frinton-on-Sea","en","Frinton-on-Sea: Bus Shelter, nr Central Avenue","en","U",624416,221047,"","",0,""
"150033033003","","900053094C","University of Essex","en","University of Essex: nr Valley Road","en","U",602611,223818,"","",0,""
"150036044023","","900055114","Basildon Town Centre","en","Basildon: Bus Stn","en","U",570518,188410,"","",0,""
"15003901507","","900054084A","Witham Town Centre","en","Newland St, o/s Royal Mail Office","en","U",582067,214431,"","",0,""
"15003901508","","900054084C","Witham Town Centre","en","Newland St, opp Red Lion PH","en","U",582079,214466,"","",0,""
"150041003002","","900055034A","Hadleigh (Essex)","en","Hadleigh: High St, opp Church","en","U",581088,186982,"","",0,""
"150041009002","","900055074A","South Benfleet","en","South Benfleet: London Rd, opp Bartley Rd","en","U",576555,188451,"","",0,""
"150044005002","","900053755C","Bockings Elm","en","Jaywick: opp Chester Holiday Park","en","U",615131,215693,"","",0,""
